time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,serials,hour
1705254955,a00345,33.61582946777344,-84.9979135941486,281.1425869870265,60.15108653501565,0.0,N10KJ   ,False,False,False,,11887.2,11971.02,1705254954.887,1705254954.887,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254956,a00345,33.6170654296875,-84.99527911750636,281.1425869870265,60.15108653501565,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254955.813,1705254955.941,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254957,a00345,33.61834716796875,-84.99270069355867,281.1425869870265,60.15108653501565,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254956.984,1705254956.984,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254958,a00345,33.619467525158896,-84.99034881591797,281.1425869870265,60.15108653501565,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254957.789,1705254957.947,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254959,a00345,33.62072443557998,-84.98771667480469,281.1425869870265,60.15108653501565,-0.65024,N10KJ   ,False,False,False,,11887.2,11971.02,1705254958.744,1705254958.95,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254960,a00345,33.62214660644531,-84.984797263632,281.3989870284484,60.06023585081918,-0.65024,N10KJ   ,False,False,False,,11887.2,11971.02,1705254959.886,1705254959.886,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254961,a00345,33.62328480865995,-84.98245239257812,281.3989870284484,60.06023585081918,-0.65024,N10KJ   ,False,False,False,,11887.2,11971.02,1705254960.929,1705254960.929,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254962,a00345,33.62454171908104,-84.97982025146484,281.3989870284484,60.06023585081918,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254961.736,1705254961.808,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254963,a00345,33.625798629502114,-84.97718811035156,281.3989870284484,60.06023585081918,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254962.835,1705254962.835,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254964,a00345,33.62718200683594,-84.97431540975765,281.3989870284484,60.06023585081918,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254963.928,1705254963.928,"[-1408235760, -1408236145, -1408232616, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254965,a00345,33.62859176377118,-84.97146606445312,281.3989870284484,60.06023585081918,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254964.983,1705254964.983,"[-1408235760, -1408236145, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254966,a00345,33.62984867419227,-84.96883392333984,281.3989870284484,60.06023585081918,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254965.912,1705254965.969,"[-1408235760, -1408236145, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254967,a00345,33.63121032714844,-84.9659635582749,281.3989870284484,60.06023585081918,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254966.996,1705254966.996,"[-1408235760, -1408236145, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254968,a00345,33.63121032714844,-84.9659635582749,281.3989870284484,60.06023585081918,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254967.075,1705254967.974,"[-1408235760, -1408236145, -1408229756, -1408231948, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254969,a00345,33.633619405455505,-84.9609375,281.3989870284484,60.06023585081918,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254968.959,1705254968.959,"[-1408235760, -1408236145, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254970,a00345,33.635009765625,-84.95806012834822,281.3989870284484,60.06023585081918,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254969.983,1705254969.984,"[-1408235760, -1408236145, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254971,a00345,33.63629150390625,-84.95542565170598,281.3989870284484,60.06023585081918,0.0,N10KJ   ,False,False,False,,11879.58,11963.4,1705254970.996,1705254970.996,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254972,a00345,33.63743668895657,-84.95309829711914,281.8448957240258,60.112430844396215,0.0,N10KJ   ,False,False,False,,11879.58,11963.4,1705254971.976,1705254971.976,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254973,a00345,33.638693599377646,-84.95046615600586,281.8448957240258,60.112430844396215,0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254972.989,1705254972.989,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254974,a00345,33.64009094238281,-84.94757827447387,281.8448957240258,60.112430844396215,0.0,N10KJ   ,False,False,False,,11887.2,11971.02,1705254973.887,1705254973.986,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254975,a00345,33.64120742021981,-84.9452018737793,281.8448957240258,60.112430844396215,0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254974.864,1705254974.941,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254976,a00345,33.642333984375,-84.94281379544003,281.8448957240258,60.112430844396215,0.0,N10KJ   ,False,False,False,,11887.2,11971.02,1705254975.928,1705254975.955,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408236574, -1408231086, -1408231702]",1705251600
1705254977,a00345,33.64361572265625,-84.94017931879785,281.8448957240258,60.112430844396215,0.0,N10KJ   ,False,False,False,,11887.2,11971.02,1705254976.932,1705254976.932,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254978,a00345,33.6448974609375,-84.9375448421556,281.8448957240258,60.112430844396215,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254977.952,1705254977.952,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254979,a00345,33.64613342285156,-84.93496641820792,281.8448957240258,60.112430844396215,0.0,N10KJ   ,False,False,False,,11887.2,11971.02,1705254978.977,1705254978.993,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254980,a00345,33.64741516113281,-84.93233194156568,281.8448957240258,60.112430844396215,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254979.878,1705254979.878,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254981,a00345,33.64856267379502,-84.92992401123047,281.8448957240258,60.112430844396215,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254980.891,1705254980.891,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254982,a00345,33.6498195842161,-84.92729187011719,281.8448957240258,60.112430844396215,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254981.971,1705254981.971,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254983,a00345,33.65158856925318,-84.92362976074219,281.8448957240258,60.112430844396215,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254982.998,1705254982.998,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254984,a00345,33.652845479674255,-84.9209976196289,281.8448957240258,60.112430844396215,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254983.99,1705254983.99,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254985,a00345,33.65400695800781,-84.91859903140943,281.8448957240258,60.112430844396215,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254984.998,1705254984.998,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254986,a00345,33.65461446471134,-84.9173355102539,282.29103757646163,60.16446089973845,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254985.816,1705254985.817,"[-1408235760, -1408236145, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254987,a00345,33.656524658203125,-84.9133861308195,282.29103757646163,60.16446089973845,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254987.0,1705254987.0,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254988,a00345,33.65768691240731,-84.91098403930664,282.29103757646163,60.16446089973845,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254987.942,1705254987.977,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254989,a00345,33.658431748212394,-84.90943908691406,282.29103757646163,60.16446089973845,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254988.702,1705254988.966,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254990,a00345,33.659820556640625,-84.90649164939413,282.547332112927,60.07396733892594,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254989.784,1705254989.784,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254991,a00345,33.661102294921875,-84.90385717275188,282.547332112927,60.07396733892594,-0.32512,N10KJ   ,False,False,False,,11879.58,11963.4,1705254990.976,1705254990.976,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254992,a00345,33.66248179290254,-84.90097045898438,282.29103757646163,60.16446089973845,-0.32512,N10KJ   ,False,False,False,,11879.58,11963.4,1705254991.995,1705254991.995,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254993,a00345,33.663738703323624,-84.8983383178711,282.29103757646163,60.16446089973845,-0.32512,N10KJ   ,False,False,False,,11879.58,11963.4,1705254992.821,1705254992.821,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254994,a00345,33.6649956137447,-84.89570617675781,282.29103757646163,60.16446089973845,0.0,N10KJ   ,False,False,False,,11887.2,11971.02,1705254993.851,1705254993.978,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254995,a00345,33.6662990764036,-84.89307403564453,282.29103757646163,60.16446089973845,0.0,N10KJ   ,False,False,False,,11887.2,11971.02,1705254994.942,1705254994.942,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254996,a00345,33.66792297363281,-84.88961978834504,282.29103757646163,60.16446089973845,0.0,N10KJ   ,False,False,False,,11887.2,11971.02,1705254995.999,1705254996.0,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254997,a00345,33.669158935546875,-84.8869853117028,282.29103757646163,60.16446089973845,0.0,N10KJ   ,False,False,False,,11887.2,11971.02,1705254996.909,1705254996.909,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254998,a00345,33.67021179199219,-84.88491136200571,282.29103757646163,60.16446089973845,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254997.89,1705254997.897,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705254999,a00345,33.67144775390625,-84.88227688536352,282.29103757646163,60.16446089973845,-0.32512,N10KJ   ,False,False,False,,11887.2,11971.02,1705254998.864,1705254998.864,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705255000,a00345,33.6727294921875,-84.87964240872128,282.547332112927,60.07396733892594,-0.65024,N10KJ   ,False,False,False,,11887.2,11971.02,1705254999.851,1705254999.857,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705255001,a00345,33.67411985235699,-84.876708984375,282.547332112927,60.07396733892594,-0.65024,N10KJ   ,False,False,False,,11887.2,11971.02,1705255000.991,1705255000.991,"[-1408235760, -1408236145, -1408232616, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705255002,a00345,33.67537676277807,-84.87407684326172,282.547332112927,60.07396733892594,-0.65024,N10KJ   ,False,False,False,,11887.2,11971.02,1705255001.989,1705255001.989,"[-1408235760, -1408236145, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705255003,a00345,33.67663367319915,-84.87144470214844,282.547332112927,60.07396733892594,-0.65024,N10KJ   ,False,False,False,,11887.2,11971.02,1705255002.968,1705255002.968,"[-1408235760, -1408236145, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
1705255004,a00345,33.67793713585805,-84.86881256103516,282.547332112927,60.07396733892594,-0.65024,N10KJ   ,False,False,False,,11887.2,11971.02,1705255003.99,1705255003.99,"[-1408235760, -1408236145, -1408229756, 1518136828, -1408230713, -1408232564, -1408232390, -1408229581, -1408236409, -1408233905, -1408231138, -1408230419, -1408230854, -1408230519, -1408230934, -1408231086, -1408231702]",1705251600
